iso3,country_name,year,mobile_subs_per_100,indicator_code,indicator_name,yoy_change,penetration_band,reject_reason
EGY,"Egypt, Arab Rep.",2024,,IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),,Unknown,Missing value
